class_name,repo,file_path,n_methods,Logical Lines,Distinct Operators,Distinct Operands,Total Operators,Total Operands,Cyclomatic Complexity,project,label_god_class,label_data_class,label_long_method,label_feature_envy
HashSetExample,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/HashSetExample.java,1,21,9,11,80,121,2,java-8-basic-programing,0,0,0,0
Stream_set_flatMap,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Stream_set_flatMap.java,1,28,11,13,118,177,1,java-8-basic-programing,0,0,0,0
filter_a_map,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/filter_a_map.java,1,32,11,13,116,175,5,java-8-basic-programing,0,0,0,0
Java8_Counting_Example,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Java8_Counting_Example.java,1,8,6,8,38,57,1,java-8-basic-programing,0,0,0,0
TreeSetExample,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/TreeSetExample.java,1,7,6,7,32,49,1,java-8-basic-programing,0,0,0,0
Student,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Student.java,5,18,6,7,33,49,2,java-8-basic-programing,0,0,0,0
String_To_LocalDate,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/String_To_LocalDate.java,1,13,7,8,43,65,1,java-8-basic-programing,0,0,0,0
filter_a_map_3,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/filter_a_map_3.java,2,24,11,13,119,179,3,java-8-basic-programing,0,0,0,0
SetExample,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/SetExample.java,1,25,10,12,94,140,1,java-8-basic-programing,0,0,0,0
TreeMapExample,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/TreeMapExample.java,1,27,10,12,93,139,1,java-8-basic-programing,0,0,0,0
UsingCollectors,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/UsingCollectors.java,1,23,13,16,172,258,1,java-8-basic-programing,0,0,0,0
foreach_and_List_2,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/foreach_and_List_2.java,1,31,10,13,106,159,4,java-8-basic-programing,0,0,0,0
UsageSetAndArrayList,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/UsageSetAndArrayList.java,1,12,7,8,45,67,4,java-8-basic-programing,0,0,0,0
Duration_1,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Duration_1.java,1,12,8,10,61,91,1,java-8-basic-programing,0,0,0,0
StringJoiner_StringJoin_CollectorsJoining_Example,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/StringJoiner_StringJoin_CollectorsJoining_Example.java,1,21,9,11,85,127,1,java-8-basic-programing,0,0,0,0
Primitive_Arrays,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Primitive_Arrays.java,1,16,8,10,64,95,3,java-8-basic-programing,0,0,0,0
filter_collect_List_3,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/filter_collect_List_3.java,1,23,8,10,72,109,4,java-8-basic-programing,0,0,1,0
UsingVector,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/UsingVector.java,1,21,9,11,75,113,3,java-8-basic-programing,0,0,0,0
Date_LocalDate_LocalDateTime,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Date_LocalDate_LocalDateTime.java,1,20,10,12,92,137,1,java-8-basic-programing,0,0,0,0
filter_map_List,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/filter_map_List.java,1,19,8,10,60,91,1,java-8-basic-programing,0,0,0,0
filter_collect_List,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/filter_collect_List.java,1,7,5,7,30,45,1,java-8-basic-programing,0,0,0,0
Java8_group_by_Example,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/Java8_group_by_Example.java,1,21,10,12,96,143,1,java-8-basic-programing,0,0,0,0
ChronoUnit_Example,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/ChronoUnit_Example.java,1,24,11,13,118,178,1,java-8-basic-programing,0,0,0,0
UsingSet,clean_projects,/content/student_repos/clean_projects/java-8-basic-programing/UsingSet.java,1,15,9,11,77,115,1,java-8-basic-programing,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/first-programe/Main.java,1,6,4,5,14,21,1,first-programe,0,0,0,0
firstPrograme,clean_projects,/content/student_repos/clean_projects/first-programe/firstPrograme.java,1,2,2,2,4,5,1,first-programe,0,0,0,0
Tiger,clean_projects,/content/student_repos/clean_projects/Zoo Project/Tiger.java,2,6,3,4,8,13,1,Zoo Project,0,0,0,0
Zoo,clean_projects,/content/student_repos/clean_projects/Zoo Project/Zoo.java,1,10,5,6,27,41,1,Zoo Project,0,0,0,0
Bear,clean_projects,/content/student_repos/clean_projects/Zoo Project/Bear.java,3,8,3,4,10,15,1,Zoo Project,0,0,0,0
Duplicate,clean_projects,/content/student_repos/clean_projects/Random/Duplicate.java,2,43,11,14,122,183,5,Random,0,0,1,0
OTP-generator,clean_projects,/content/student_repos/clean_projects/OTP-generator/OTP-generator.java,2,23,7,9,56,85,2,OTP-generator,0,0,0,0
MagicSquareChecker,clean_projects,/content/student_repos/clean_projects/magicSquareChecker/MagicSquareChecker.java,1,21,7,9,49,73,4,magicSquareChecker,0,0,0,0
Square,clean_projects,/content/student_repos/clean_projects/magicSquareChecker/Square.java,2,102,17,21,289,433,27,magicSquareChecker,0,0,1,0
LibrarySystem,clean_projects,/content/student_repos/clean_projects/Projects in Java/LibrarySystem.java,2,26,10,12,97,146,7,Projects in Java,0,0,0,0
TaskScheduler,clean_projects,/content/student_repos/clean_projects/Projects in Java/TaskScheduler.java,2,24,9,10,73,110,4,Projects in Java,0,0,0,0
OnlineBookstore,clean_projects,/content/student_repos/clean_projects/Projects in Java/OnlineBookstore.java,2,25,9,12,90,135,7,Projects in Java,0,0,0,0
SmartExpenseTracker,clean_projects,/content/student_repos/clean_projects/Projects in Java/SmartExpenseTracker.java,2,35,10,12,97,145,6,Projects in Java,0,0,0,0
ResumeBuilder,clean_projects,/content/student_repos/clean_projects/Projects in Java/ResumeBuilder.java,1,14,7,9,50,75,1,Projects in Java,0,0,0,0
WeatherApp,clean_projects,/content/student_repos/clean_projects/Projects in Java/WeatherApp.java,1,12,6,7,37,55,3,Projects in Java,0,0,0,0
Chat_Application,clean_projects,/content/student_repos/clean_projects/Projects in Java/Chat_Application.java,2,34,8,10,64,96,4,Projects in Java,0,0,0,0
StudentManagement,clean_projects,/content/student_repos/clean_projects/Projects in Java/StudentManagement.java,2,33,10,12,92,139,5,Projects in Java,0,0,0,0
QuizApp,clean_projects,/content/student_repos/clean_projects/Projects in Java/QuizApp.java,2,22,9,11,84,126,4,Projects in Java,0,0,0,0
HospitalManagement,clean_projects,/content/student_repos/clean_projects/Projects in Java/HospitalManagement.java,2,28,9,12,89,133,4,Projects in Java,0,0,0,0
OnlineExamSystemFile,clean_projects,/content/student_repos/clean_projects/OnlineExamSystemFile/OnlineExamSystemFile.java,5,114,21,26,462,692,10,OnlineExamSystemFile,0,0,0,0
PasswordUtil,clean_projects,/content/student_repos/clean_projects/JavaCodes/PasswordUtil.java,7,43,10,12,104,155,6,JavaCodes,0,0,0,0
bank account,clean_projects,/content/student_repos/clean_projects/JavaCodes/bank account.java,6,34,9,11,81,121,2,JavaCodes,0,0,0,0
SudokuPuzzle,clean_projects,/content/student_repos/clean_projects/JavaCodes/SudokuPuzzle.java,4,124,18,22,322,483,9,JavaCodes,0,0,1,0
Jarvis_Program_Using_Switchcase,clean_projects,/content/student_repos/clean_projects/JavaCodes/Jarvis_Program_Using_Switchcase.java,6,64,11,14,130,195,11,JavaCodes,0,0,0,0
Alaram_clock,clean_projects,/content/student_repos/clean_projects/JavaCodes/Alaram_clock.java,1,7,4,5,19,28,2,JavaCodes,0,0,0,0
numberGuessingGame,clean_projects,/content/student_repos/clean_projects/JavaCodes/numberGuessingGame.java,1,16,7,8,48,72,4,JavaCodes,0,0,0,0
puzzle_awt,clean_projects,/content/student_repos/clean_projects/JavaCodes/puzzle_awt.java,3,168,23,28,537,805,43,JavaCodes,0,0,1,0
AirlineReservationSystem,clean_projects,/content/student_repos/clean_projects/JavaCodes/AirlineReservationSystem.java,14,106,15,19,239,359,5,JavaCodes,0,0,0,0
binToDec - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/binToDec - Copy.java,2,17,7,8,45,67,2,JavaCodes,0,0,0,0
Number_Gusses,clean_projects,/content/student_repos/clean_projects/JavaCodes/Number_Gusses.java,4,32,8,10,71,106,4,JavaCodes,0,0,0,0
Inheritance,clean_projects,/content/student_repos/clean_projects/JavaCodes/Inheritance.java,5,21,7,8,43,64,1,JavaCodes,0,0,0,0
greet,clean_projects,/content/student_repos/clean_projects/JavaCodes/greet.java,3,23,8,9,60,89,1,JavaCodes,0,0,0,0
WindowUtilities,clean_projects,/content/student_repos/clean_projects/JavaCodes/WindowUtilities.java,1,10,4,5,15,22,2,JavaCodes,0,0,0,0
finalVelocity3524,clean_projects,/content/student_repos/clean_projects/JavaCodes/finalVelocity3524.java,1,14,7,9,54,82,1,JavaCodes,0,0,0,0
N-Queen,clean_projects,/content/student_repos/clean_projects/JavaCodes/N-Queen.java,5,58,13,16,166,248,9,JavaCodes,0,0,1,0
chess,clean_projects,/content/student_repos/clean_projects/JavaCodes/chess.java,9,82,16,20,268,402,5,JavaCodes,0,0,0,0
AirlineReservationSystem - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/AirlineReservationSystem - Copy.java,14,106,15,19,239,359,5,JavaCodes,0,0,0,0
appletQuiz - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/appletQuiz - Copy.java,5,170,23,29,546,818,12,JavaCodes,0,0,1,0
SerializationDemo,clean_projects,/content/student_repos/clean_projects/JavaCodes/SerializationDemo.java,2,18,7,9,54,82,2,JavaCodes,0,0,0,0
Guess,clean_projects,/content/student_repos/clean_projects/JavaCodes/Guess.java,1,51,12,15,140,211,6,JavaCodes,0,0,0,0
Matrix_add,clean_projects,/content/student_repos/clean_projects/JavaCodes/Matrix_add.java,1,31,11,14,123,184,7,JavaCodes,0,0,0,0
FibonacciGenerator,clean_projects,/content/student_repos/clean_projects/JavaCodes/FibonacciGenerator.java,2,21,8,10,67,100,4,JavaCodes,0,0,0,0
SourceGetter,clean_projects,/content/student_repos/clean_projects/JavaCodes/SourceGetter.java,3,37,11,13,111,166,4,JavaCodes,0,0,0,0
MonthlyQuarterlySalesReport,clean_projects,/content/student_repos/clean_projects/JavaCodes/MonthlyQuarterlySalesReport.java,1,23,10,12,93,139,6,JavaCodes,0,0,0,0
longestpalindrome,clean_projects,/content/student_repos/clean_projects/JavaCodes/longestpalindrome.java,1,27,9,11,80,121,9,JavaCodes,0,0,1,0
AwtMouseListener,clean_projects,/content/student_repos/clean_projects/JavaCodes/AwtMouseListener.java,7,27,7,9,54,82,1,JavaCodes,0,0,0,0
tik tak toe,clean_projects,/content/student_repos/clean_projects/JavaCodes/tik tak toe.java,3,122,17,21,282,422,15,JavaCodes,0,0,1,0
studentGrade3524,clean_projects,/content/student_repos/clean_projects/JavaCodes/studentGrade3524.java,1,31,12,15,142,213,15,JavaCodes,0,0,0,0
Library Catalog System,clean_projects,/content/student_repos/clean_projects/JavaCodes/Library Catalog System.java,6,55,10,13,106,158,8,JavaCodes,0,0,1,0
Temp3524,clean_projects,/content/student_repos/clean_projects/JavaCodes/Temp3524.java,1,10,6,8,38,58,1,JavaCodes,0,0,0,0
Atm,clean_projects,/content/student_repos/clean_projects/JavaCodes/Atm.java,6,61,12,15,154,232,4,JavaCodes,0,0,0,0
pattern,clean_projects,/content/student_repos/clean_projects/JavaCodes/pattern.java,2,18,6,8,42,64,4,JavaCodes,0,0,0,0
calander,clean_projects,/content/student_repos/clean_projects/JavaCodes/calander.java,1,10,7,8,45,67,1,JavaCodes,0,0,0,0
Scientific_Calculator,clean_projects,/content/student_repos/clean_projects/JavaCodes/Scientific_Calculator.java,6,70,13,15,158,238,10,JavaCodes,0,0,0,0
Atm-simulator,clean_projects,/content/student_repos/clean_projects/JavaCodes/Atm-simulator.java,6,123,18,22,316,474,14,JavaCodes,0,0,0,0
AppletCom - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/AppletCom - Copy.java,2,11,5,7,28,43,1,JavaCodes,0,0,0,0
Calculator_frame - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Calculator_frame - Copy.java,14,170,24,30,584,875,17,JavaCodes,0,0,1,0
displayImage,clean_projects,/content/student_repos/clean_projects/JavaCodes/displayImage.java,2,6,4,5,14,22,1,JavaCodes,0,0,0,0
4sum,clean_projects,/content/student_repos/clean_projects/JavaCodes/4sum.java,1,28,9,11,86,128,6,JavaCodes,0,0,0,0
Knapsack_algo,clean_projects,/content/student_repos/clean_projects/JavaCodes/Knapsack_algo.java,3,39,12,15,155,232,6,JavaCodes,0,0,0,0
4sum - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/4sum - Copy.java,1,28,9,11,86,128,6,JavaCodes,0,0,0,0
Password Manager,clean_projects,/content/student_repos/clean_projects/JavaCodes/Password Manager.java,3,41,9,11,88,131,7,JavaCodes,0,0,0,0
OnlineJavaTest,clean_projects,/content/student_repos/clean_projects/JavaCodes/OnlineJavaTest.java,5,170,23,29,546,818,12,JavaCodes,0,0,0,0
BSTVisualization - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/BSTVisualization - Copy.java,23,375,35,42,1196,1795,17,JavaCodes,0,0,1,1
exam,clean_projects,/content/student_repos/clean_projects/JavaCodes/exam.java,5,170,23,29,546,818,12,JavaCodes,0,0,0,0
Age_Frame_Calculator - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Age_Frame_Calculator - Copy.java,3,45,12,15,149,223,3,JavaCodes,0,0,0,1
Subarray,clean_projects,/content/student_repos/clean_projects/JavaCodes/Subarray.java,2,21,7,9,55,83,4,JavaCodes,0,0,1,0
Banking,clean_projects,/content/student_repos/clean_projects/JavaCodes/Banking.java,6,118,17,21,297,445,18,JavaCodes,0,0,0,0
Merge_Sort,clean_projects,/content/student_repos/clean_projects/JavaCodes/Merge_Sort.java,3,48,12,15,155,233,7,JavaCodes,0,0,0,0
Online_Exam_System,clean_projects,/content/student_repos/clean_projects/JavaCodes/Online_Exam_System.java,5,170,23,29,546,818,12,JavaCodes,0,0,0,0
CalculatorAWT,clean_projects,/content/student_repos/clean_projects/JavaCodes/CalculatorAWT.java,4,232,26,32,691,1036,33,JavaCodes,0,0,1,0
rectangle,clean_projects,/content/student_repos/clean_projects/JavaCodes/rectangle.java,2,21,7,8,46,68,7,JavaCodes,0,0,1,0
Bank - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Bank - Copy.java,5,101,16,19,242,363,7,JavaCodes,0,0,1,0
appletQuiz,clean_projects,/content/student_repos/clean_projects/JavaCodes/appletQuiz.java,5,170,23,29,546,818,12,JavaCodes,0,0,1,0
AwtMouseListener - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/AwtMouseListener - Copy.java,7,27,7,9,54,82,1,JavaCodes,0,0,0,0
Linearsearch,clean_projects,/content/student_repos/clean_projects/JavaCodes/Linearsearch.java,2,13,6,8,40,59,3,JavaCodes,0,0,0,0
code - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/code - Copy.java,2,21,7,9,54,82,5,JavaCodes,0,0,1,0
alaram-clock,clean_projects,/content/student_repos/clean_projects/JavaCodes/alaram-clock.java,1,7,4,5,19,28,2,JavaCodes,0,0,0,0
Analog Clock,clean_projects,/content/student_repos/clean_projects/JavaCodes/Analog Clock.java,5,48,14,17,204,306,2,JavaCodes,0,0,0,0
painting,clean_projects,/content/student_repos/clean_projects/JavaCodes/painting.java,3,10,5,6,27,41,1,JavaCodes,0,0,0,0
ExitListener,clean_projects,/content/student_repos/clean_projects/JavaCodes/ExitListener.java,1,4,2,3,6,8,1,JavaCodes,0,0,0,0
Java_password_generator,clean_projects,/content/student_repos/clean_projects/JavaCodes/Java_password_generator.java,5,58,12,14,139,209,12,JavaCodes,0,0,0,0
DPFibonacciNumber,clean_projects,/content/student_repos/clean_projects/JavaCodes/DPFibonacciNumber.java,2,21,8,10,62,93,3,JavaCodes,0,0,0,0
rightpyramid,clean_projects,/content/student_repos/clean_projects/JavaCodes/rightpyramid.java,2,15,6,7,32,48,3,JavaCodes,0,0,0,0
Board,clean_projects,/content/student_repos/clean_projects/JavaCodes/Board.java,13,139,19,23,344,515,10,JavaCodes,0,0,1,0
CArray - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/CArray - Copy.java,3,42,11,13,111,166,3,JavaCodes,0,0,1,0
Factorial_prime_avg,clean_projects,/content/student_repos/clean_projects/JavaCodes/Factorial_prime_avg.java,4,77,12,15,155,232,6,JavaCodes,0,0,1,0
clock,clean_projects,/content/student_repos/clean_projects/JavaCodes/clock.java,7,100,18,22,337,506,7,JavaCodes,0,0,1,1
SinglyLinkedList,clean_projects,/content/student_repos/clean_projects/JavaCodes/SinglyLinkedList.java,11,191,19,23,366,548,6,JavaCodes,0,0,1,0
Bug3524 - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Bug3524 - Copy.java,1,8,5,6,27,40,1,JavaCodes,0,0,0,0
clock - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/clock - Copy.java,7,100,18,22,337,506,7,JavaCodes,0,0,1,1
numberGuess,clean_projects,/content/student_repos/clean_projects/JavaCodes/numberGuess.java,2,31,8,10,72,108,6,JavaCodes,0,0,0,0
numberpattern,clean_projects,/content/student_repos/clean_projects/JavaCodes/numberpattern.java,2,18,6,8,42,64,4,JavaCodes,0,0,0,0
notes keeping app,clean_projects,/content/student_repos/clean_projects/JavaCodes/notes keeping app.java,5,62,12,15,142,214,7,JavaCodes,0,0,1,0
inheritance&polymorphism,clean_projects,/content/student_repos/clean_projects/JavaCodes/inheritance&polymorphism.java,4,15,6,7,32,47,1,JavaCodes,0,0,0,0
binary_search,clean_projects,/content/student_repos/clean_projects/JavaCodes/binary_search.java,2,23,9,11,75,113,4,JavaCodes,0,0,0,0
LibraryManagement,clean_projects,/content/student_repos/clean_projects/JavaCodes/LibraryManagement.java,17,274,27,33,723,1085,12,JavaCodes,0,0,0,0
Zigzag_Conversion,clean_projects,/content/student_repos/clean_projects/JavaCodes/Zigzag_Conversion.java,1,16,9,10,73,110,8,JavaCodes,0,0,0,0
FizzBuzz,clean_projects,/content/student_repos/clean_projects/JavaCodes/FizzBuzz.java,1,15,6,8,41,61,6,JavaCodes,0,0,1,0
Analog Clock - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Analog Clock - Copy.java,5,48,14,17,204,306,2,JavaCodes,0,0,0,0
Circular_queue - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Circular_queue - Copy.java,7,55,11,13,116,173,3,JavaCodes,0,0,1,0
qr code generator,clean_projects,/content/student_repos/clean_projects/JavaCodes/qr code generator.java,1,15,7,9,50,74,2,JavaCodes,0,0,0,0
Reverse_Linked_List,clean_projects,/content/student_repos/clean_projects/JavaCodes/Reverse_Linked_List.java,1,10,4,5,18,26,2,JavaCodes,0,0,0,0
ReverseWords,clean_projects,/content/student_repos/clean_projects/JavaCodes/ReverseWords.java,1,15,7,9,48,73,3,JavaCodes,0,0,0,0
interface,clean_projects,/content/student_repos/clean_projects/JavaCodes/interface.java,4,14,6,7,36,53,1,JavaCodes,0,0,0,0
Multithreading,clean_projects,/content/student_repos/clean_projects/JavaCodes/Multithreading.java,2,11,6,7,32,49,2,JavaCodes,0,0,0,0
Atm-simulator - Copy,clean_projects,/content/student_repos/clean_projects/JavaCodes/Atm-simulator - Copy.java,6,123,18,22,316,474,14,JavaCodes,0,0,0,0
